date,outlet_id,item_id,on_hand_qty,wastage_qty,days_to_expiry
2025-03-19,5,42,74.27,1,5
2025-03-19,5,43,18.67,0,6
2025-03-19,5,44,40.83,4,4
2025-03-19,5,45,65.03,5,15
2025-03-19,5,46,55.73,1,0
2025-03-19,5,47,57.51,6,8
2025-03-19,5,48,52.63,1,5
2025-03-19,5,49,37.26,2,3
2025-03-19,5,50,15.48,1,12
2025-03-19,6,1,206.84,2,28
2025-03-19,6,2,169.55,3,239
2025-03-19,6,3,80.05,2,31
2025-03-19,6,4,95.61,2,28
2025-03-19,6,5,152.81,2,30
2025-03-19,6,6,135.32,5,37
2025-03-19,6,7,133.6,1,207
2025-03-19,6,8,31.74,0,125
2025-03-19,6,9,178.9,4,108
2025-03-19,6,10,22.15,2,49
2025-03-19,6,11,53.29,2,133
2025-03-19,6,12,18.79,0,251
2025-03-19,6,13,109.52,0,58
2025-03-19,6,14,143.11,0,11
2025-03-19,6,15,176.39,7,208
2025-03-19,6,16,21.18,0,78
2025-03-19,6,17,173.39,5,123
2025-03-19,6,18,65.97,4,119
2025-03-19,6,19,192.82,2,207
2025-03-19,6,20,212.27,5,22
2025-03-19,6,21,90.53,1,91
2025-03-19,6,22,68.78,0,38
2025-03-19,6,23,73.94,0,71
2025-03-19,6,24,33.61,0,126
2025-03-19,6,25,150.87,1,15
2025-03-19,6,26,68.01,1,13
2025-03-19,6,27,29.96,4,1
2025-03-19,6,28,68.2,2,2
2025-03-19,6,29,20.49,0,9
2025-03-19,6,30,45.78,9,4
2025-03-19,6,31,20.99,1,9
2025-03-19,6,32,28.23,1,2
2025-03-19,6,33,7.77,1,0
2025-03-19,6,34,64.13,2,4
2025-03-19,6,35,51.96,0,3
2025-03-19,6,36,39.22,1,4
2025-03-19,6,37,73.19,4,2
2025-03-19,6,38,20.74,6,2
2025-03-19,6,39,48.67,0,13
2025-03-19,6,40,15.34,0,14
2025-03-19,6,41,60.41,7,3
2025-03-19,6,42,6.74,0,0
2025-03-19,6,43,9.39,1,20
2025-03-19,6,44,35.93,3,1
2025-03-19,6,45,5.79,0,6
2025-03-19,6,46,29.28,5,1
2025-03-19,6,47,23.42,0,0
2025-03-19,6,48,40.86,3,1
2025-03-19,6,49,11.69,0,3
2025-03-19,6,50,43.86,2,8
2025-03-19,7,1,67.99,3,257
2025-03-19,7,2,115.22,0,185
2025-03-19,7,3,80.75,4,46
2025-03-19,7,4,79.36,2,1
2025-03-19,7,5,183.86,5,204
2025-03-19,7,6,116.24,4,140
2025-03-19,7,7,156.9,10,10
2025-03-19,7,8,112.31,1,86
2025-03-19,7,9,43.87,0,53
2025-03-19,7,10,159.51,11,3
2025-03-19,7,11,42.33,3,11
2025-03-19,7,12,109.89,3,31
2025-03-19,7,13,131.72,4,189
2025-03-19,7,14,25.14,4,170
2025-03-19,7,15,201.93,2,32
2025-03-19,7,16,182.82,7,1
2025-03-19,7,17,91.53,3,58
2025-03-19,7,18,107.71,1,46
2025-03-19,7,19,106.28,6,116
2025-03-19,7,20,147.75,2,102
2025-03-19,7,21,266.96,3,73
2025-03-19,7,22,206.79,8,75
2025-03-19,7,23,85.5,4,256
2025-03-19,7,24,219.03,2,119
2025-03-19,7,25,172.08,3,204
2025-03-19,7,26,98.9,8,4
2025-03-19,7,27,33.77,3,11
2025-03-19,7,28,22.63,1,5
2025-03-19,7,29,72.94,4,7
2025-03-19,7,30,33.45,1,21
2025-03-19,7,31,16.45,2,7
2025-03-19,7,32,31.41,0,2
2025-03-19,7,33,80.77,2,5
2025-03-19,7,34,63.36,3,1
2025-03-19,7,35,42.31,1,4
2025-03-19,7,36,25.77,4,7
2025-03-19,7,37,84.91,8,13
2025-03-19,7,38,10.73,3,0
2025-03-19,7,39,55.32,3,14
2025-03-19,7,40,28.8,1,12
2025-03-19,7,41,66.88,7,1
2025-03-19,7,42,12.95,0,3
2025-03-19,7,43,10.16,0,8
2025-03-19,7,44,14.87,0,12
2025-03-19,7,45,22.2,0,12
2025-03-19,7,46,55.73,3,1
2025-03-19,7,47,30.04,1,5
2025-03-19,7,48,12.1,1,1
2025-03-19,7,49,31.94,0,6
2025-03-19,7,50,44.55,3,6
2025-03-19,8,1,59.88,3,184
2025-03-19,8,2,204.53,6,257
2025-03-19,8,3,45.24,1,5
2025-03-19,8,4,172.46,8,248
2025-03-19,8,5,25.82,0,110
2025-03-19,8,6,87.62,7,230
2025-03-19,8,7,54.64,1,51
2025-03-19,8,8,50.62,3,9
2025-03-19,8,9,66.76,5,151
2025-03-19,8,10,83.44,1,81
2025-03-19,8,11,46.49,0,67
2025-03-19,8,12,62.03,4,188
2025-03-19,8,13,150.95,4,161
2025-03-19,8,14,75.1,2,13
2025-03-19,8,15,131.15,3,44
2025-03-19,8,16,114.42,1,48
2025-03-19,8,17,215.5,16,21
2025-03-19,8,18,271.19,9,181
2025-03-19,8,19,157.3,0,87
2025-03-19,8,20,40.61,1,24
2025-03-19,8,21,56.68,2,92
2025-03-19,8,22,91.2,4,81
2025-03-19,8,23,58.81,2,10
2025-03-19,8,24,62.78,2,185
2025-03-19,8,25,188.03,11,200
2025-03-19,8,26,12.3,2,2
2025-03-19,8,27,9.34,1,17
2025-03-19,8,28,92.09,12,3
2025-03-19,8,29,4.91,0,1
2025-03-19,8,30,43.1,4,17
2025-03-19,8,31,68.24,8,10
2025-03-19,8,32,27.74,4,9
2025-03-19,8,33,35.54,1,5
2025-03-19,8,34,43.97,2,4
2025-03-19,8,35,60.02,5,1
2025-03-19,8,36,57.55,2,8
2025-03-19,8,37,9.06,0,11
2025-03-19,8,38,29.34,3,6
2025-03-19,8,39,6.22,0,10
2025-03-19,8,40,68.52,1,0
2025-03-19,8,41,11.51,0,1
2025-03-19,8,42,53.98,4,4
2025-03-19,8,43,16.57,0,2
2025-03-19,8,44,37.16,4,6
2025-03-19,8,45,29.63,2,13
2025-03-19,8,46,28.87,0,2
2025-03-19,8,47,36.59,1,3
2025-03-19,8,48,38.18,3,2
2025-03-19,8,49,22.16,0,0
2025-03-19,8,50,24.23,1,8
2025-03-19,9,1,10.05,0,136
2025-03-19,9,2,11.21,0,150
2025-03-19,9,3,54.79,3,63
2025-03-19,9,4,190.53,2,192
2025-03-19,9,5,65.41,1,180
2025-03-19,9,6,150.43,3,150
2025-03-19,9,7,138.1,1,134
2025-03-19,9,8,211.75,7,84
2025-03-19,9,9,34.41,0,101
2025-03-19,9,10,45.26,3,5
2025-03-19,9,11,71.26,3,30
2025-03-19,9,12,207.91,14,301
2025-03-19,9,13,124.7,0,78
2025-03-19,9,14,169.23,6,116
2025-03-19,9,15,95.86,2,21
2025-03-19,9,16,117.39,0,54
2025-03-19,9,17,187.19,2,127
2025-03-19,9,18,54.65,1,180
2025-03-19,9,19,207.4,8,179
2025-03-19,9,20,169.7,7,171
2025-03-19,9,21,13.86,0,56
2025-03-19,9,22,154.72,1,82
2025-03-19,9,23,26.74,1,15
2025-03-19,9,24,156.9,1,157
2025-03-19,9,25,107.3,2,86
2025-03-19,9,26,63.07,9,1
2025-03-19,9,27,10.21,3,3
2025-03-19,9,28,36.37,3,6
2025-03-19,9,29,56.49,5,12
2025-03-19,9,30,72.13,10,17
2025-03-19,9,31,58.56,4,8
2025-03-19,9,32,22.93,0,8
2025-03-19,9,33,72.01,4,3
2025-03-19,9,34,22.17,4,2
2025-03-19,9,35,26.66,1,1
2025-03-19,9,36,21.11,1,3
2025-03-19,9,37,8.1,1,13
2025-03-19,9,38,77.03,13,13
2025-03-19,9,39,9.28,2,7
2025-03-19,9,40,53.9,4,10
2025-03-19,9,41,53.16,4,2
2025-03-19,9,42,67.34,4,3
2025-03-19,9,43,12.49,0,15
2025-03-19,9,44,44.37,8,5
2025-03-19,9,45,88.04,5,5
2025-03-19,9,46,66.35,1,3
2025-03-19,9,47,10.57,1,4
2025-03-19,9,48,29.1,0,5
2025-03-19,9,49,53.68,0,2
2025-03-19,9,50,85.32,4,9
2025-03-20,1,1,77.72,3,160
2025-03-20,1,2,200.76,5,64
2025-03-20,1,3,166.16,10,60
2025-03-20,1,4,36.54,0,129
2025-03-20,1,5,36.56,0,253
2025-03-20,1,6,217.42,6,61
2025-03-20,1,7,139.91,3,68
2025-03-20,1,8,92.87,5,83
2025-03-20,1,9,114.73,6,166
2025-03-20,1,10,209.9,5,0
2025-03-20,1,11,104.16,3,15
2025-03-20,1,12,137.7,2,83
2025-03-20,1,13,131.89,4,99
2025-03-20,1,14,62.66,1,93
2025-03-20,1,15,120.41,1,37
2025-03-20,1,16,14.08,0,11
2025-03-20,1,17,125.39,4,37
2025-03-20,1,18,71.79,0,150
2025-03-20,1,19,92.13,2,38
2025-03-20,1,20,46.81,0,162
2025-03-20,1,21,149.24,1,40
2025-03-20,1,22,35.75,4,94
2025-03-20,1,23,129.72,2,134
2025-03-20,1,24,108.64,2,145
2025-03-20,1,25,102.03,1,146
2025-03-20,1,26,28.62,1,5
2025-03-20,1,27,19.68,4,0
2025-03-20,1,28,11.71,0,2
2025-03-20,1,29,53.01,3,14
2025-03-20,1,30,10.19,0,21
2025-03-20,1,31,100.13,7,7
2025-03-20,1,32,41.08,1,5
2025-03-20,1,33,42.92,2,3
2025-03-20,1,34,40.69,1,4
2025-03-20,1,35,16.61,1,0
2025-03-20,1,36,17.1,0,0
2025-03-20,1,37,76.91,3,0
2025-03-20,1,38,19.94,1,7
2025-03-20,1,39,55.46,3,11
2025-03-20,1,40,11.66,0,16
2025-03-20,1,41,68.69,5,3
2025-03-20,1,42,19.89,0,0
2025-03-20,1,43,54.67,4,13
2025-03-20,1,44,27.48,2,7
2025-03-20,1,45,61.65,7,0
2025-03-20,1,46,54.38,0,0
2025-03-20,1,47,75.7,10,0
2025-03-20,1,48,33.86,0,7
2025-03-20,1,49,39.46,2,1
2025-03-20,1,50,61.14,1,4
2025-03-20,2,1,91.58,0,244
2025-03-20,2,2,155.44,7,234
2025-03-20,2,3,175.44,5,13
2025-03-20,2,4,93.65,1,105
2025-03-20,2,5,35.12,1,219
2025-03-20,2,6,66.81,1,121
2025-03-20,2,7,205.03,2,116
2025-03-20,2,8,129.86,1,70
2025-03-20,2,9,90.65,3,6
2025-03-20,2,10,103.08,1,6
2025-03-20,2,11,19.77,0,12
2025-03-20,2,12,69.66,0,108
2025-03-20,2,13,19.46,0,168
2025-03-20,2,14,31.07,1,154
2025-03-20,2,15,93.86,2,192
2025-03-20,2,16,37.48,2,18
2025-03-20,2,17,98.57,3,47
2025-03-20,2,18,52.26,2,194
2025-03-20,2,19,160.01,2,173
2025-03-20,2,20,125.18,4,84
2025-03-20,2,21,95.37,6,74
2025-03-20,2,22,64.08,3,24
2025-03-20,2,23,35.57,0,240
2025-03-20,2,24,16.27,0,38
2025-03-20,2,25,126.79,4,182
2025-03-20,2,26,89.92,6,16
2025-03-20,2,27,24.06,1,3
2025-03-20,2,28,77.29,1,0
2025-03-20,2,29,7.42,0,19
2025-03-20,2,30,53.89,10,16
2025-03-20,2,31,41.12,2,1
2025-03-20,2,32,68.0,4,7
2025-03-20,2,33,98.2,7,5
2025-03-20,2,34,69.21,6,1
2025-03-20,2,35,21.83,1,2
2025-03-20,2,36,51.52,7,1
2025-03-20,2,37,22.06,6,16
2025-03-20,2,38,42.3,1,9
2025-03-20,2,39,30.14,0,17
2025-03-20,2,40,19.21,0,16
2025-03-20,2,41,60.11,3,0
2025-03-20,2,42,22.34,2,1
2025-03-20,2,43,96.1,7,15
2025-03-20,2,44,65.34,4,1
2025-03-20,2,45,37.54,5,13
2025-03-20,2,46,53.2,2,3
2025-03-20,2,47,14.2,2,4
2025-03-20,2,48,14.44,0,1
2025-03-20,2,49,9.69,1,4
2025-03-20,2,50,37.81,1,9
2025-03-20,3,1,72.4,2,181
2025-03-20,3,2,25.18,0,87
2025-03-20,3,3,230.98,16,99
2025-03-20,3,4,171.19,1,314
2025-03-20,3,5,98.06,2,59
2025-03-20,3,6,46.98,0,130
2025-03-20,3,7,182.61,6,189
2025-03-20,3,8,61.67,0,2
2025-03-20,3,9,83.84,6,22
2025-03-20,3,10,109.08,2,92
2025-03-20,3,11,201.48,3,47
2025-03-20,3,12,187.35,2,151
2025-03-20,3,13,60.83,5,24
2025-03-20,3,14,53.97,0,222
2025-03-20,3,15,85.73,6,163
2025-03-20,3,16,148.71,2,14
2025-03-20,3,17,124.9,3,36
2025-03-20,3,18,108.31,0,71
2025-03-20,3,19,190.88,2,196
2025-03-20,3,20,21.81,0,76
2025-03-20,3,21,74.52,2,43
2025-03-20,3,22,108.54,3,12
2025-03-20,3,23,88.54,3,151
2025-03-20,3,24,40.1,0,180
2025-03-20,3,25,11.51,0,149
2025-03-20,3,26,56.16,4,17
2025-03-20,3,27,33.95,6,11
2025-03-20,3,28,54.38,6,0
2025-03-20,3,29,11.6,0,8
2025-03-20,3,30,14.51,0,17
2025-03-20,3,31,51.63,0,20
2025-03-20,3,32,48.5,1,6
2025-03-20,3,33,59.31,1,5
2025-03-20,3,34,60.57,7,3
2025-03-20,3,35,27.71,4,2
2025-03-20,3,36,85.74,6,4
2025-03-20,3,37,16.34,0,13
2025-03-20,3,38,5.02,0,10
2025-03-20,3,39,54.94,2,7
2025-03-20,3,40,39.77,4,7
2025-03-20,3,41,44.37,3,1
2025-03-20,3,42,47.17,3,0
2025-03-20,3,43,56.43,3,7
2025-03-20,3,44,59.7,2,12
2025-03-20,3,45,34.52,1,15
2025-03-20,3,46,26.4,1,1
2025-03-20,3,47,7.61,0,5
2025-03-20,3,48,5.06,1,7
2025-03-20,3,49,47.37,4,6
2025-03-20,3,50,47.9,2,2
2025-03-20,4,1,59.47,2,213
2025-03-20,4,2,29.6,1,119
2025-03-20,4,3,76.33,1,75
2025-03-20,4,4,46.63,0,84
2025-03-20,4,5,44.98,0,150
2025-03-20,4,6,180.88,0,2
2025-03-20,4,7,202.97,8,168
2025-03-20,4,8,161.33,1,28
2025-03-20,4,9,21.91,0,55
2025-03-20,4,10,110.45,1,77
2025-03-20,4,11,109.63,2,102
2025-03-20,4,12,62.06,3,178
2025-03-20,4,13,94.88,0,38
2025-03-20,4,14,149.42,7,139
2025-03-20,4,15,119.68,2,44
2025-03-20,4,16,169.09,1,90
2025-03-20,4,17,39.9,1,51
2025-03-20,4,18,22.95,0,150
2025-03-20,4,19,192.65,4,0
2025-03-20,4,20,42.83,3,92
2025-03-20,4,21,105.86,3,89
2025-03-20,4,22,83.65,3,45
2025-03-20,4,23,31.03,0,123
2025-03-20,4,24,43.9,0,128
2025-03-20,4,25,37.36,1,193
2025-03-20,4,26,37.1,5,13
2025-03-20,4,27,92.67,2,13
2025-03-20,4,28,40.06,3,6
2025-03-20,4,29,36.17,2,2
2025-03-20,4,30,5.54,0,3
2025-03-20,4,31,34.6,3,5
2025-03-20,4,32,16.63,5,10
2025-03-20,4,33,61.89,3,2
2025-03-20,4,34,43.65,0,1
2025-03-20,4,35,17.66,0,6
2025-03-20,4,36,41.11,3,6
2025-03-20,4,37,60.91,6,11
2025-03-20,4,38,59.26,5,2
2025-03-20,4,39,45.32,2,2
2025-03-20,4,40,8.51,1,14
2025-03-20,4,41,3.27,0,1
2025-03-20,4,42,53.79,5,2
2025-03-20,4,43,41.13,5,19
2025-03-20,4,44,40.97,1,6
2025-03-20,4,45,47.63,2,11
2025-03-20,4,46,28.63,2,1
2025-03-20,4,47,72.72,4,6
2025-03-20,4,48,45.01,1,0
2025-03-20,4,49,11.37,1,1
2025-03-20,4,50,6.45,0,9
2025-03-20,5,1,20.67,1,42
2025-03-20,5,2,206.17,8,118
2025-03-20,5,3,281.01,6,1
2025-03-20,5,4,155.79,2,331
2025-03-20,5,5,38.76,0,1
2025-03-20,5,6,9.15,0,109
2025-03-20,5,7,104.76,1,105
2025-03-20,5,8,31.61,1,46
2025-03-20,5,9,164.26,4,180
2025-03-20,5,10,83.89,3,129
2025-03-20,5,11,43.39,1,64
2025-03-20,5,12,47.75,0,238
2025-03-20,5,13,56.89,0,88
2025-03-20,5,14,82.25,0,152
2025-03-20,5,15,69.22,2,84
2025-03-20,5,16,94.95,0,110
2025-03-20,5,17,69.54,1,37
2025-03-20,5,18,58.02,3,22
2025-03-20,5,19,138.76,4,135
2025-03-20,5,20,163.82,1,194
2025-03-20,5,21,159.49,1,76
2025-03-20,5,22,59.87,2,43
2025-03-20,5,23,8.77,0,87
2025-03-20,5,24,205.11,2,71
2025-03-20,5,25,60.57,4,128
2025-03-20,5,26,8.77,2,9
2025-03-20,5,27,98.19,1,4
2025-03-20,5,28,48.5,3,1
2025-03-20,5,29,72.74,7,5
2025-03-20,5,30,82.06,1,8
2025-03-20,5,31,28.24,3,12
2025-03-20,5,32,53.66,6,9
2025-03-20,5,33,17.67,1,6
2025-03-20,5,34,59.4,4,3
2025-03-20,5,35,35.75,4,1
2025-03-20,5,36,62.3,0,6
2025-03-20,5,37,24.37,2,9
2025-03-20,5,38,38.27,2,5
2025-03-20,5,39,36.39,0,3
2025-03-20,5,40,84.2,7,12
2025-03-20,5,41,43.45,4,3
2025-03-20,5,42,57.57,4,4
2025-03-20,5,43,33.67,3,9
2025-03-20,5,44,31.87,2,2
2025-03-20,5,45,86.12,6,5
2025-03-20,5,46,9.9,1,0
2025-03-20,5,47,60.69,5,10
2025-03-20,5,48,31.92,1,3
2025-03-20,5,49,61.64,3,3
2025-03-20,5,50,82.94,6,4
2025-03-20,6,1,154.45,10,240
2025-03-20,6,2,135.57,3,92
2025-03-20,6,3,196.19,9,72
2025-03-20,6,4,49.42,2,44
2025-03-20,6,5,51.54,1,106
2025-03-20,6,6,113.98,1,91
2025-03-20,6,7,78.21,1,121
2025-03-20,6,8,128.86,4,124
2025-03-20,6,9,105.2,0,192
2025-03-20,6,10,30.0,0,4
2025-03-20,6,11,200.4,4,118
2025-03-20,6,12,191.92,4,169
2025-03-20,6,13,59.8,2,143
2025-03-20,6,14,166.37,4,25
2025-03-20,6,15,185.12,4,43
2025-03-20,6,16,96.66,4,61
2025-03-20,6,17,74.55,1,136
2025-03-20,6,18,169.74,4,127
2025-03-20,6,19,87.01,2,66
2025-03-20,6,20,77.8,1,187
2025-03-20,6,21,73.41,4,116
2025-03-20,6,22,153.01,0,16
2025-03-20,6,23,138.23,7,191
2025-03-20,6,24,114.61,9,89
2025-03-20,6,25,71.14,2,219
2025-03-20,6,26,69.14,3,7
2025-03-20,6,27,52.25,4,17
2025-03-20,6,28,95.31,2,6
2025-03-20,6,29,14.69,0,15
2025-03-20,6,30,49.43,2,12
2025-03-20,6,31,21.19,3,21
2025-03-20,6,32,67.19,1,4
2025-03-20,6,33,40.49,2,3
